23,5167c837-c70b-4a1e-9e88-1d64446b9a01,43
17,033b5620-60a9-49f9-8419-1e79c7c19b97,43
16,5cdb8243-b0d3-480e-ac4c-729a3329b2fa,71
16,43a50b16-34ca-42f0-998d-835efb291567,80
18,94594bd0-4789-4258-981b-c5f8a517c47f,43
18,514f5fac-1de6-4b9e-ae0d-069ce0658654,32
16,5341e96b-f6ef-470d-8c96-4e3ec2c98f5d,76
18,d564aab8-09d2-4885-95cd-24ff936d635c,False
17,5167c837-c70b-4a1e-9e88-1d64446b9a01,15
15,033b5620-60a9-49f9-8419-1e79c7c19b97,11
15,5cdb8243-b0d3-480e-ac4c-729a3329b2fa,75
15,43a50b16-34ca-42f0-998d-835efb291567,58
16,94594bd0-4789-4258-981b-c5f8a517c47f,14
16,514f5fac-1de6-4b9e-ae0d-069ce0658654,63
16,5341e96b-f6ef-470d-8c96-4e3ec2c98f5d,23
16,d564aab8-09d2-4885-95cd-24ff936d635c,True
22,5167c837-c70b-4a1e-9e88-1d64446b9a01,10
15,033b5620-60a9-49f9-8419-1e79c7c19b97,46
14,5cdb8243-b0d3-480e-ac4c-729a3329b2fa,92
17,43a50b16-34ca-42f0-998d-835efb291567,81
26,94594bd0-4789-4258-981b-c5f8a517c47f,15
15,514f5fac-1de6-4b9e-ae0d-069ce0658654,93
15,5341e96b-f6ef-470d-8c96-4e3ec2c98f5d,59
27,d564aab8-09d2-4885-95cd-24ff936d635c,True
1422,5167c837-c70b-4a1e-9e88-1d64446b9a01,-17
233,033b5620-60a9-49f9-8419-1e79c7c19b97,87
586,5cdb8243-b0d3-480e-ac4c-729a3329b2fa,87
254,43a50b16-34ca-42f0-998d-835efb291567,56
166,94594bd0-4789-4258-981b-c5f8a517c47f,28
139,514f5fac-1de6-4b9e-ae0d-069ce0658654,17
141,5341e96b-f6ef-470d-8c96-4e3ec2c98f5d,2
158,d564aab8-09d2-4885-95cd-24ff936d635c,True
109,5167c837-c70b-4a1e-9e88-1d64446b9a01,13
113,033b5620-60a9-49f9-8419-1e79c7c19b97,100
106,5cdb8243-b0d3-480e-ac4c-729a3329b2fa,28
93,43a50b16-34ca-42f0-998d-835efb291567,42
92,94594bd0-4789-4258-981b-c5f8a517c47f,94
93,514f5fac-1de6-4b9e-ae0d-069ce0658654,39
104,5341e96b-f6ef-470d-8c96-4e3ec2c98f5d,12
111,d564aab8-09d2-4885-95cd-24ff936d635c,False
165,5167c837-c70b-4a1e-9e88-1d64446b9a01,2
112,033b5620-60a9-49f9-8419-1e79c7c19b97,81
111,5cdb8243-b0d3-480e-ac4c-729a3329b2fa,85
112,43a50b16-34ca-42f0-998d-835efb291567,38
114,94594bd0-4789-4258-981b-c5f8a517c47f,15
107,514f5fac-1de6-4b9e-ae0d-069ce0658654,39
113,5341e96b-f6ef-470d-8c96-4e3ec2c98f5d,8
120,d564aab8-09d2-4885-95cd-24ff936d635c,False
88,5167c837-c70b-4a1e-9e88-1d64446b9a01,17
88,033b5620-60a9-49f9-8419-1e79c7c19b97,38
88,5cdb8243-b0d3-480e-ac4c-729a3329b2fa,23
89,43a50b16-34ca-42f0-998d-835efb291567,17
87,94594bd0-4789-4258-981b-c5f8a517c47f,52
89,514f5fac-1de6-4b9e-ae0d-069ce0658654,10
108,5341e96b-f6ef-470d-8c96-4e3ec2c98f5d,23
88,d564aab8-09d2-4885-95cd-24ff936d635c,True
129,5167c837-c70b-4a1e-9e88-1d64446b9a01,-4
104,033b5620-60a9-49f9-8419-1e79c7c19b97,30
111,5cdb8243-b0d3-480e-ac4c-729a3329b2fa,78
106,43a50b16-34ca-42f0-998d-835efb291567,43
114,94594bd0-4789-4258-981b-c5f8a517c47f,54
106,514f5fac-1de6-4b9e-ae0d-069ce0658654,5
107,5341e96b-f6ef-470d-8c96-4e3ec2c98f5d,11
120,d564aab8-09d2-4885-95cd-24ff936d635c,False
100,5167c837-c70b-4a1e-9e88-1d64446b9a01,16
98,033b5620-60a9-49f9-8419-1e79c7c19b97,34
102,5cdb8243-b0d3-480e-ac4c-729a3329b2fa,57
98,43a50b16-34ca-42f0-998d-835efb291567,88
98,94594bd0-4789-4258-981b-c5f8a517c47f,92
97,514f5fac-1de6-4b9e-ae0d-069ce0658654,79
114,5341e96b-f6ef-470d-8c96-4e3ec2c98f5d,41
140,d564aab8-09d2-4885-95cd-24ff936d635c,True
89,5167c837-c70b-4a1e-9e88-1d64446b9a01,34
91,033b5620-60a9-49f9-8419-1e79c7c19b97,87
97,5cdb8243-b0d3-480e-ac4c-729a3329b2fa,92
105,43a50b16-34ca-42f0-998d-835efb291567,14
102,94594bd0-4789-4258-981b-c5f8a517c47f,20
98,514f5fac-1de6-4b9e-ae0d-069ce0658654,73
100,5341e96b-f6ef-470d-8c96-4e3ec2c98f5d,24
93,d564aab8-09d2-4885-95cd-24ff936d635c,True
